Gene ID	Common Name	Annotation	logFC: YPS606 (WT) EtOH response	Pvalue: YPS606 (WT) EtOH response	FDR: YPS606 (WT) EtOH response	logFC: YPS606 msn2/4ÆÆ EtOH response	Pvalue: YPS606 msn2/4ÆÆ  EtOH response	FDR: YPS606 msn2/4ÆÆ  EtOH response	logFC: WT v msn2/4ÆÆ: EtOH response	Pvalue: WT v msn2/4ÆÆ: EtOH response	FDR: WT v msn2/4ÆÆ: EtOH response	logFC: WT v msn2/4ÆÆ: unstressed	Pvalue: WT v msn2/4ÆÆ: unstressed	FDR: WT v msn2/4ÆÆ:unstressed	logFC: WT v msn2/4ÆÆ: EtOH absolute	Pvalue: WT v msn2/4ÆÆ: EtOH absolute	FDR: WT v msn2/4ÆÆ: EtOH absolute			
YLR380W	CSR1	Phosphatidylinositol transfer protein	-0.000520578	0.996421954	0.9976352	-0.084462019	0.469793761	0.514289253	-0.083941441	0.610384097	0.764607369	-0.134882885	0.25132852	0.998531082	-0.218824326	0.064373831	0.121089219			
YNL204C	SPS18	"Protein of unknown function, contains a putative zinc-binding domain"	-1.498582685	2.58E-09	6.39E-09	-1.354862902	1.07E-08	2.99E-08	0.143719784	0.6100712	0.764607369	0.072301424	0.692604363	0.998531082	0.216021208	0.317122824	0.431751493			
YPL219W	PCL8	Cyclin	1.221738106	5.11E-13	1.70E-12	1.132525824	1.01E-11	3.73E-11	-0.089212281	0.6102104	0.764607369	-0.225094835	0.091512942	0.998531082	-0.314307116	0.008562329	0.023027535			
YPR192W	AQY1	Spore-specific water channel	-3.854656251	1.02E-17	5.05E-17	-4.065389064	1.10E-18	9.39E-18	-0.210732812	0.610128616	0.764607369	-0.022935971	0.915170475	0.998531082	-0.233668783	0.509100342	0.619269139			
YCL039W	GID7	Subunit of GID Complex that binds directly to central component Vid30p	1.279340994	2.04E-11	6.00E-11	1.383383687	2.68E-12	1.06E-11	0.104042693	0.610598867	0.764709982	-0.138980055	0.362255899	0.998531082	-0.034937363	0.797846621	0.856616846			
YER100W	UBC6	Ubiquitin-conjugating enzyme involved in ERAD	0.101030575	0.408825254	0.446019364	0.188612487	0.12475958	0.15476641	0.087581913	0.610846451	0.764853637	0.010709367	0.930370866	0.998531082	0.098291279	0.416399925	0.531328665			
YHR153C	SPO16	Meiosis-specific protein involved in synaptonemal complex assembly	-0.997817496	0.011846006	0.016070141	-0.731402929	0.045307763	0.060256812	0.266414567	0.611113654	0.76502179	0.155251417	0.658706079	0.998531082	0.421665984	0.281780463	0.394533775			
YIL083C	CAB2	Phosphopantothenoylcysteine synthetase (PPCS)	-0.052626664	0.541462415	0.575347547	0.009297862	0.914168094	0.928197486	0.061924527	0.611707063	0.765438972	-0.171767145	0.052197653	0.998531082	-0.109842618	0.204191202	0.306947236			
YOR074C	CDC21	Thymidylate synthase	-0.57759413	1.68E-06	3.29E-06	-0.502438213	1.57E-05	3.17E-05	0.075155917	0.611712868	0.765438972	-0.016853632	0.870655485	0.998531082	0.058302285	0.581463347	0.684018603			
YHR024C	MAS2	Alpha subunit of the mitochondrial processing protease (MPP)	-0.178670075	0.05087478	0.064063714	-0.114382147	0.205662369	0.245294778	0.064287928	0.612086922	0.765740561	-0.142529642	0.116991655	0.998531082	-0.078241714	0.383465748	0.498634309			
YOL072W	THP1	Nuclear pore-associated protein	-0.096773714	0.30378082	0.338934367	-0.030035174	0.745439186	0.77716862	0.066738541	0.612345719	0.765897861	0.083140522	0.375974607	0.998531082	0.149879063	0.110357353	0.18715214			
YGL188C	NA	NA	0.286507631	0.096704941	0.116719153	0.164611984	0.336102104	0.381052533	-0.121895647	0.612662136	0.765960741	-0.037217135	0.829716583	0.998531082	-0.159112782	0.343089331	0.4573465			
YPL127C	HHO1	"Histone H1, linker histone with roles in meiosis and sporulation"	-1.230666156	9.87E-16	4.08E-15	-1.302436265	9.98E-17	6.72E-16	-0.071770109	0.612614281	0.765960741	0.120941424	0.219657193	0.998531082	0.049171315	0.631387528	0.725982144			
YDR494W	RSM28	Mitochondrial ribosomal protein of the small subunit	-0.745854629	3.36E-08	7.59E-08	-0.825905118	3.01E-09	8.88E-09	-0.08005049	0.613542048	0.766894252	-0.089546694	0.420039421	0.998531082	-0.169597184	0.139073795	0.225686148			
YNL188W	KAR1	Protein involved in karyogamy and spindle pole body duplication	-0.877912941	0.000170449	0.000277697	-0.726801306	0.001073462	0.001762364	0.151111635	0.613816379	0.767070576	0.098550046	0.633105433	0.998531082	0.249661681	0.253062038	0.362254438			
YGL137W	SEC27	Essential beta'-coat protein of the COPI coatomer	0.597077066	4.11E-09	1.00E-08	0.538550799	4.51E-08	1.18E-07	-0.058526267	0.614214215	0.76727842	0.055159946	0.503140352	0.998531082	-0.003366321	0.967167101	0.975813117			
YHR162W	MPC2	Highly conserved subunit of the mitochondrial pyruvate carrier (MPC)	0.93227686	1.21E-11	3.62E-11	1.005518928	1.36E-12	5.55E-12	0.073242067	0.614249298	0.76727842	-0.151357175	0.146778292	0.998531082	-0.078115108	0.4461896	0.56136991			
YBR278W	DPB3	Third-largest subunit of DNA polymerase II (DNA polymerase epsilon)	-0.308184465	0.107895806	0.129331166	-0.174740007	0.348088336	0.393479274	0.133444458	0.614421523	0.767327031	0.020159964	0.914165156	0.998531082	0.153604423	0.413278317	0.528276703			
YEL031W	SPF1	"P-type ATPase, ion transporter of the ER membrane"	1.149667366	4.34E-13	1.45E-12	1.069354497	3.77E-12	1.47E-11	-0.080312869	0.614913668	0.767775071	-0.043081386	0.70281786	0.998531082	-0.123394254	0.276541096	0.388986334			
YOR103C	OST2	Non-catalytic epsilon subunit of the oligosaccharyltransferase (OST) c	1.039739868	2.49E-11	7.29E-11	0.956295641	2.31E-10	7.61E-10	-0.083444228	0.615314345	0.768108733	0.08134267	0.498487495	0.998531082	-0.002101557	0.985369923	0.989030282			
YHL018W	MCO14	Putative 4a-hydroxytetrahydrobiopterin dehydratase	0.506161898	0.061266077	0.076198691	0.320320272	0.21852757	0.259295958	-0.185841626	0.616257858	0.769119738	0.201152206	0.466033421	0.998531082	0.01531058	0.95083487	0.964967755			
YBR217W	ATG12	Ubiquitin-like modifier involved in autophagy and the Cvt pathway	-0.451017183	0.055172905	0.069008092	-0.290472044	0.197609348	0.236634976	0.160545139	0.616899327	0.769152721	0.098700772	0.661418165	0.998531082	0.259245911	0.259704095	0.369830968			
YLR117C	CLF1	Member of the NineTeen Complex (NTC)	-0.425485251	0.002928377	0.004253277	-0.521301652	0.000342148	0.000598218	-0.095816401	0.616952417	0.769152721	0.050438372	0.70768102	0.998531082	-0.045378029	0.739046774	0.81275377			
YNL245C	CWC25	Splicing factor required for the first step of pre-mRNA splicing	-0.853406747	0.000174835	0.000284521	-1.001829794	1.86E-05	3.72E-05	-0.148423047	0.616682084	0.769152721	-0.052218883	0.796070895	0.998531082	-0.20064193	0.356855583	0.470467416			
YPL233W	NSL1	Essential component of the MIND kinetochore complex	-0.672219864	0.003826624	0.005499637	-0.825162054	0.000254884	0.000452532	-0.15294219	0.61694594	0.769152721	0.442525736	0.037862957	0.998531082	0.289583546	0.19629142	0.297878569			
YPR189W	SKI3	Ski complex component and TPR protein	-0.177212707	0.066518657	0.082198667	-0.110240316	0.245102332	0.286808095	0.066972391	0.61643068	0.769152721	0.067836792	0.474523436	0.998531082	0.134809183	0.157342063	0.249355978			
YBL051C	PIN4	Protein involved in G2/M phase progression and response to DNA damage	0.485290938	4.83E-08	1.07E-07	0.537714142	4.26E-09	1.24E-08	0.052423203	0.6173081	0.769429498	0.035743805	0.632228053	0.998531082	0.088167008	0.234545875	0.342043592			
YDL111C	RRP42	Exosome non-catalytic core component	-0.846216708	1.05E-11	3.16E-11	-0.78065496	9.35E-11	3.20E-10	0.065561749	0.617698493	0.76974941	-0.063098603	0.49408174	0.998531082	0.002463146	0.978978566	0.984623559			
YEL057C	SDD1	Protein of unknown function	-1.406687334	0.002201488	0.003240033	-1.106602599	0.009696577	0.014122848	0.300084735	0.618554862	0.770649737	0.020542465	0.957969652	0.998929735	0.320627201	0.489168499	0.600880164			
YDL080C	THI3	Regulatory protein that binds Pdc2p and Thi2p transcription factors	0.892285634	7.71E-14	2.74E-13	0.950956611	7.35E-15	3.90E-14	0.058670977	0.618886597	0.770896181	0.121434801	0.16253501	0.998531082	0.180105778	0.029336582	0.063577323			
YCR073C	SSK22	MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway	-1.94896455	1.07E-15	4.42E-15	-2.061461531	5.11E-17	3.55E-16	-0.112496981	0.619291718	0.771233909	0.16282197	0.25352458	0.998531082	0.050324989	0.774693587	0.839129899			
YDR141C	DOP1	Protein involved in vesicular transport at trans-Golgi network (TGN)	0.524390374	3.02E-08	6.85E-08	0.579498903	2.77E-09	8.19E-09	0.055108529	0.619687511	0.771559877	-0.009326519	0.906136632	0.998531082	0.04578201	0.556589844	0.66220156			
YEL063C	CAN1	Plasma membrane arginine permease	-0.007530992	0.941194658	0.948943151	0.064095336	0.530661163	0.574907897	0.071626328	0.620141398	0.771816241	-0.033363047	0.744307844	0.998531082	0.038263281	0.707437524	0.787318327			
YKL077W	PSG1	Protein that promotes the transport and maturation of Pma1 with Exp1	-0.180482253	0.010797689	0.014734827	-0.228259881	0.001567299	0.002534489	-0.047777629	0.620428754	0.771816241	0.04194816	0.539025644	0.998531082	-0.005829468	0.931785955	0.952301128			
YLR369W	SSQ1	Mitochondrial hsp70-type molecular chaperone	0.040896464	0.738181574	0.764753984	0.126031085	0.298496411	0.34314866	0.085134621	0.620429769	0.771816241	0.144400289	0.242035876	0.998531082	0.22953491	0.061511593	0.116659219			
YOR105W	YOR105W	Protein of unknown function	-0.898969062	0.095121351	0.114928315	-1.269155675	0.017807989	0.024970228	-0.370186613	0.620316974	0.771816241	0.237223832	0.628129217	0.998531082	-0.132962781	0.813144898	0.867877254			
YBL081W	YBL081W	Non-essential protein of unknown function	-1.167278406	8.31E-16	3.46E-15	-1.10098784	5.35E-15	2.89E-14	0.066290566	0.620926177	0.771933277	-0.105563806	0.26290428	0.998531082	-0.03927324	0.681758503	0.767194905			
YKL041W	VPS24	One of four subunits of the ESCRT-III complex	-0.511392189	0.015904951	0.021250905	-0.652929445	0.001936413	0.00308241	-0.141537257	0.620843503	0.771933277	0.319334765	0.113963772	0.998531082	0.177797508	0.387103963	0.502220039			
YMR200W	ROT1	Molecular chaperone involved in protein folding in ER	0.612699713	5.35E-11	1.52E-10	0.662716655	5.60E-12	2.15E-11	0.050016941	0.620671716	0.771933277	-0.028950427	0.688768946	0.998531082	0.021066514	0.765212687	0.832620837			
YLR298C	YHC1	Component of the U1 snRNP complex required for pre-mRNA splicing	0.079076401	0.733744567	0.760841961	-0.081971565	0.719095375	0.75325077	-0.161047965	0.621107708	0.771992219	0.213382467	0.361079772	0.998531082	0.052334501	0.818103808	0.870748062			
YDL170W	UGA3	Transcriptional activator for GABA-dependent induction of GABA genes	0.711626279	8.55E-07	1.71E-06	0.624518518	8.12E-06	1.69E-05	-0.087107761	0.621762759	0.772139469	0.059480125	0.646620921	0.998531082	-0.027627636	0.817324506	0.870240447			
YGR172C	YIP1	Integral membrane protein	0.610079004	4.82E-05	8.30E-05	0.515142795	0.000422718	0.000731999	-0.094936209	0.621369577	0.772139469	0.044539344	0.746095468	0.998531082	-0.050396865	0.707017104	0.787186882			
YLR069C	MEF1	Mitochondrial elongation factor involved in translational elongation	-0.237178704	0.04768818	0.060288417	-0.155304107	0.189745048	0.227725708	0.081874597	0.621642304	0.772139469	-0.19417997	0.102971669	0.998531082	-0.112305373	0.339898061	0.453722922			
YOR117W	RPT5	ATPase of the 19S regulatory particle of the 26S proteasome	0.783942342	2.59E-14	9.63E-14	0.833453467	3.44E-15	1.91E-14	0.049511125	0.62173633	0.772139469	-0.011958304	0.866854501	0.998531082	0.037552821	0.594322143	0.694743756			
YDR363W	ESC2	Sumo-like domain protein	-0.045480777	0.776170446	0.799648664	0.064717658	0.678015904	0.715559139	0.110198435	0.621961056	0.772203558	0.184704146	0.250266645	0.998531082	0.294902581	0.064107736	0.120668453			
YHR192W	LNP1	Lunapark family member involved in ER network formation	0.160733655	0.111088146	0.13285339	0.091844406	0.351269609	0.396530275	-0.068889249	0.622216835	0.772203558	0.191658269	0.060150807	0.998531082	0.12276902	0.212306087	0.316097733			
YOL107W	YOL107W	Putative protein of unknown function	1.16686701	2.29E-12	7.28E-12	1.251716202	2.84E-13	1.26E-12	0.084849192	0.622167315	0.772203558	-0.04229101	0.737375652	0.998531082	0.042558182	0.71618742	0.795364613			
YDR283C	GCN2	Protein kinase	0.532577957	4.84E-07	9.94E-07	0.59574696	4.19E-08	1.10E-07	0.063169003	0.622499251	0.772387516	0.03816748	0.678923985	0.998531082	0.101336483	0.258675384	0.368457191			
YLR242C	ARV1	Cortical ER protein	-0.061020821	0.621675475	0.653200665	0.024714485	0.84041607	0.861520017	0.085735306	0.622833825	0.772636098	-0.01222099	0.921488757	0.998531082	0.073514316	0.54824439	0.654572643			
YMR158W	MRPS8	Mitochondrial ribosomal protein of the small subunit	-0.605887462	6.56E-05	0.000111369	-0.510077293	0.000544559	0.000927911	0.095810169	0.623130816	0.772837961	-0.099283159	0.467873608	0.998531082	-0.00347299	0.980060295	0.985539318			
YPR020W	ATP20	Subunit g of the mitochondrial F1F0 ATP synthase	-1.232276297	4.71E-12	1.46E-11	-1.322955497	5.83E-13	2.49E-12	-0.0906792	0.624819398	0.774765286	-0.125536174	0.332309519	0.998531082	-0.216215373	0.109573557	0.186177182			
YCL032W	STE50	Adaptor protein for various signaling pathways	0.099576049	0.302353463	0.337472665	0.033693126	0.722415457	0.755628452	-0.065882922	0.625677459	0.775328192	0.127442808	0.190561119	0.998531082	0.061559885	0.515006493	0.624126575			
YJR052W	RAD7	Nucleotide excision repair (NER) protein	0.895394244	1.34E-09	3.40E-09	0.976508239	1.12E-10	3.79E-10	0.081113996	0.625587902	0.775328192	0.067737969	0.581150144	0.998531082	0.148851964	0.187650011	0.286882726			
YPR198W	SGE1	Plasma membrane multidrug transporter	0.575594617	1.16E-06	2.30E-06	0.646284898	1.01E-07	2.56E-07	0.070690281	0.625540059	0.775328192	0.1152737	0.269022193	0.998531082	0.18596398	0.070909995	0.13081985			
YAL046C	BOL3	Protein involved in Fe-S cluster transfer to mitochondrial clients	-0.87294801	2.44E-06	4.71E-06	-0.760427544	2.96E-05	5.82E-05	0.112520466	0.626560706	0.775448927	-0.320236609	0.048458261	0.998531082	-0.207716143	0.218649172	0.323918764			
YDL047W	SIT4	"Ceramide-activated, type 2A-related serine-threonine phosphatase"	-0.30433617	5.01E-05	8.59E-05	-0.351207241	5.04E-06	1.07E-05	-0.04687107	0.626437047	0.775448927	-0.01550087	0.819530895	0.998531082	-0.062371941	0.361868203	0.476094486			
YDR527W	RBA50	Protein involved in transcription	-1.671086122	2.91E-17	1.38E-16	-1.58711907	8.55E-17	5.80E-16	0.083967052	0.625992359	0.775448927	0.118457843	0.313600366	0.998531082	0.202424895	0.114450386	0.19285024			
YJR005C-A	LSO1	Protein with a potential role in response to iron deprivation	4.922417867	3.32E-06	6.33E-06	4.157961585	8.79E-06	1.82E-05	-0.764456282	0.626121342	0.775448927	0.864896849	0.582304714	0.998531082	0.100440567	0.834120164	0.884686874			
YLR193C	UPS1	Phosphatidic acid transfer protein	-0.526684369	6.46E-05	0.00010996	-0.60975295	8.28E-06	1.72E-05	-0.083068581	0.62658321	0.775448927	-0.225156737	0.064077819	0.998531082	-0.308225318	0.014755207	0.036125467			
YLR389C	STE23	Metalloprotease	0.984872764	2.28E-18	1.21E-17	0.938082477	1.32E-17	9.82E-17	-0.046790287	0.626281162	0.775448927	-0.034122113	0.617473839	0.998531082	-0.0809124	0.234226976	0.341751704			
YGR033C	TIM21	Nonessential component of the TIM23 complex	0.145040639	0.094216972	0.113907349	0.203537188	0.019908278	0.027746259	0.058496549	0.627006797	0.775639614	0.074324313	0.387865336	0.998531082	0.132820862	0.120147603	0.200571231			
YIL016W	SNL1	Ribosome-associated protein	-1.134869184	1.07E-15	4.39E-15	-1.071006579	5.55E-15	2.99E-14	0.063862605	0.626933665	0.775639614	-0.031539348	0.727738855	0.998531082	0.032323257	0.73381069	0.808441291			
YGR275W	RTT102	Component of both the SWI/SNF and RSC chromatin remodeling complexes	-0.53341696	0.001148966	0.001737181	-0.429013105	0.006166986	0.009207996	0.104403855	0.62749069	0.776071424	0.201812197	0.184571478	0.998531082	0.306216052	0.050891561	0.100422291			
YJL068C	YJL068C	Esterase that can function as an S-formylglutathione hydrolase	0.961552388	1.32E-10	3.61E-10	0.882047537	1.37E-09	4.16E-09	-0.079504851	0.628000347	0.77641353	-0.031455222	0.793526677	0.998531082	-0.110960073	0.321799597	0.436138093			
YJR043C	POL32	Third subunit of DNA polymerase delta	-0.846567347	2.24E-05	3.98E-05	-0.7257208	0.000126797	0.000233658	0.120846548	0.62808111	0.77641353	0.215691643	0.215011868	0.998531082	0.336538191	0.066821074	0.124836775			
YJR050W	ISY1	Member of the NineTeen Complex (NTC)	-0.007883271	0.961308698	0.966514037	0.103053136	0.52277712	0.567541513	0.110936407	0.628171962	0.77641353	-0.00350973	0.982899524	0.998929735	0.107426677	0.501957292	0.612521979			
YFR034W-A	NA	NA	0.369577763	0.543621917	0.577429	0.786144885	0.193346465	0.231806343	0.416567122	0.628450046	0.776423795	-0.150342688	0.819322499	0.998531082	0.266224434	0.629459947	0.724344553			
YGR278W	CWC22	Spliceosome-associated protein that is required for pre-mRNA splicing	0.716257686	8.57E-07	1.71E-06	0.630635689	6.87E-06	1.44E-05	-0.085621998	0.628448964	0.776423795	0.165633832	0.203972507	0.998531082	0.080011834	0.50830454	0.618431819			
YAL021C	CCR4	Component of the CCR4-NOT transcriptional complex	-0.000650035	0.993334734	0.99523668	0.052527811	0.500128093	0.545215399	0.053177847	0.629097798	0.776815249	-0.0106678	0.891122925	0.998531082	0.042510047	0.584330099	0.685921551			
YDR158W	HOM2	Aspartic beta semi-aldehyde dehydrogenase	0.431059875	3.50E-05	6.11E-05	0.366787098	0.000304871	0.000535829	-0.064272777	0.629171767	0.776815249	0.004576538	0.961205909	0.998929735	-0.059696238	0.525865119	0.634432954			
YLR019W	PSR2	Putative plasma membrane phosphatase	0.600054418	2.91E-10	7.79E-10	0.549051648	3.12E-09	9.21E-09	-0.05100277	0.628997122	0.776815249	-0.10218163	0.181487739	0.998531082	-0.1531844	0.04152427	0.085027997			
YGR046W	TAM41	Mitochondrial phosphatidate cytidylyltransferase (CDP-DAG synthase)	0.010831141	0.907341503	0.919158341	0.074063551	0.423535195	0.468100726	0.063232411	0.629734017	0.776923829	0.060728417	0.516682221	0.998531082	0.123960827	0.181460657	0.278976373			
YMR056C	AAC1	Mitochondrial inner membrane ADP/ATP translocator	0.336735052	0.218986122	0.249897723	0.145215882	0.615300398	0.655621823	-0.19151917	0.629799616	0.776923829	-0.413988543	0.158673655	0.998531082	-0.605507713	0.028791633	0.062655817			
YOL006C	TOP1	Topoisomerase I	0.126777326	0.403564838	0.440781634	0.22952701	0.130415805	0.16111634	0.102749684	0.629619411	0.776923829	0.154317241	0.311431302	0.998531082	0.257066925	0.090564758	0.158688204			
YPR148C	YPR148C	Protein of unknown function	0.687171409	1.68E-05	3.01E-05	0.589890397	0.000146219	0.000267017	-0.097281012	0.629731628	0.776923829	0.042954818	0.766033014	0.998531082	-0.054326194	0.699554886	0.781264634			
YBR008C	FLR1	Plasma membrane transporter of the major facilitator superfamily	-0.661325869	8.57E-05	0.000143874	-0.557428915	0.000592993	0.00100627	0.103896954	0.630250125	0.777312989	0.01047401	0.944440121	0.998531082	0.114370964	0.46049636	0.574421922			
YCL001W	RER1	Protein involved in retention of membrane proteins	-0.191909322	0.039002214	0.049810682	-0.130227235	0.154654804	0.188360782	0.061682087	0.630503726	0.777459179	0.002807136	0.975296026	0.998929735	0.064489224	0.477179237	0.590336799			
YOL164W	BDS1	Bacterially-derived sulfatase	0.362858965	0.029510737	0.03818022	0.253400496	0.116898832	0.145927061	-0.109458469	0.630678511	0.777508141	0.180648521	0.277167958	0.998531082	0.071190052	0.649464222	0.740994264			
YGR289C	MAL11	High-affinity maltose transporter (alpha-glucoside transporter)	0.778479415	7.19E-07	1.45E-06	0.685493765	9.35E-06	1.93E-05	-0.092985649	0.631216823	0.777750499	-0.158266443	0.271453654	0.998531082	-0.251252092	0.05849025	0.111812351			
YHR160C	PEX18	Peroxin	1.171359029	0.193176984	0.222563395	1.803952885	0.025715146	0.035359861	0.632593856	0.63128046	0.777750499	0.139635819	0.895108114	0.998531082	0.772229675	0.240968363	0.348846554			
YLR465C	NA	NA	1.168782385	0.004212635	0.00602433	0.890256126	0.036694049	0.049417629	-0.27852626	0.631125794	0.777750499	-0.370328743	0.407580321	0.998531082	-0.648855003	0.078459486	0.141482707			
